OrderID,PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition1,Condition2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior1st,Exterior2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type1,BsmtFin_SF1,BsmtFin_Type2,BsmtFin_SF2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,ThreeSsn_Porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Yr_Sold,Sale_Type,Sale_Condition,SalePrice,Lot_Area_scaled,Gr_Liv_Area_scaled,SalePrice_scaled,Lot_Area_z,Gr_Liv_Area_z,SalePrice_z,MS_Zoning_RL,MS_Zoning_RM,MS_Zoning_C,MS_Zoning_FV,MS_Zoning_RH,Street_Pave,Street_Grvl,Alley_Grvl,Alley_Pave,Alley_None,ExterQual_encoded,Exter_Qual_encoded,Exter_Cond_encoded,Bsmt_Qual_encoded,Bsmt_Cond_encoded,Kitchen_Qual_encoded,Heating_QC_encoded,Fireplace_Qu_encoded,Garage_Qual_encoded,Garage_Cond_encoded,Pool_QC_encoded,TotalSF,TotalBathrooms,HasGarage,HasBasement,HasFireplace,Age,RemodAge,MSZoning_RL,MSZoning_RM,MSZoning_C,MSZoning_FV,MSZoning_RH
507,528292040,60,RL,68,24682,Pave,NULL,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,NULL,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,841,841,GasA,Ex,Y,SBrkr,892,783,0,1675,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1999,Fin,2,502,TA,TA,Y,0,103,0,0,0,0,NULL,NULL,NULL,0,6,2009,WD,Normal,181000,0.731616,0.441461,0.301884,3.21596,0.377169,0.0119234,1,0,0,0,0,1,0,0,0,1,NULL,3,3,4,3,3,5,3,3,3,0,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL
508,528292070,60,RL,68,8755,Pave,NULL,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,298,Gd,TA,PConc,Gd,TA,No,ALQ,772,Unf,0,220,992,GasA,Ex,Y,SBrkr,1022,1038,0,2060,1,0,2,1,3,1,Gd,8,Typ,1,TA,BuiltIn,1999,RFn,2,390,TA,TA,Y,0,0,0,168,0,0,NULL,GdPrv,NULL,0,6,2009,WD,Normal,214000,0.225032,0.610915,0.38525,-0.238736,1.18196,0.44694,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,3,3,3,0,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL
509,528294050,80,RL,64,7848,Pave,NULL,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,6,1999,1999,Gable,CompShg,VinylSd,VinylSd,NULL,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,384,384,GasA,Ex,Y,SBrkr,774,656,0,1430,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1999,Fin,2,410,TA,TA,Y,0,0,0,0,0,0,NULL,NULL,NULL,0,6,2009,WD,Normal,168000,0.196183,0.333627,0.269043,-0.435471,-0.13497,-0.159447,1,0,0,0,0,1,0,0,0,1,NULL,3,3,3,3,3,5,3,3,3,0,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL
510,528315090,60,RL,82,9430,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,GasA,Ex,Y,SBrkr,1268,1097,0,2365,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999,RFn,3,856,TA,TA,Y,0,128,0,0,180,0,NULL,NULL,NULL,0,7,2009,WD,Normal,337000,0.246501,0.745158,0.695976,-0.0923228,1.81952,2.06837,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,4,3,3,0,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL
511,528321010,60,RL,174,15138,Pave,NULL,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,506,Gd,TA,PConc,Gd,TA,No,GLQ,689,Unf,0,773,1462,GasA,Ex,Y,SBrkr,1490,1304,0,2794,1,0,2,1,4,1,Ex,9,Typ,1,TA,Attchd,1995,Fin,3,810,TA,TA,Y,0,146,202,0,0,0,NULL,NULL,NULL,0,7,2009,WD,Normal,403000,0.428053,0.933979,0.862707,1.14579,2.71628,2.9384,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,5,5,3,3,3,0,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL
512,528327070,60,RL,106,12720,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,150,Gd,TA,PConc,Gd,TA,Mn,GLQ,1173,Unf,0,282,1455,GasA,Ex,Y,SBrkr,1466,1221,0,2687,1,0,2,1,4,1,Gd,10,Typ,2,TA,BuiltIn,2000,RFn,3,810,TA,TA,Y,252,30,0,0,0,0,NULL,NULL,NULL,0,9,2009,WD,Normal,327000,0.351145,0.886884,0.670714,0.621304,2.49262,1.93654,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,3,3,3,0,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL
513,528344040,60,RL,68,16545,Pave,NULL,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,731,Gd,TA,PConc,Gd,TA,Mn,GLQ,781,Unf,0,503,1284,GasA,Ex,Y,SBrkr,1310,1140,0,2450,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1998,Fin,3,1069,TA,TA,Y,0,126,0,0,0,0,NULL,NULL,NULL,0,5,2009,WD,Normal,340000,0.472805,0.78257,0.703555,1.45098,1.9972,2.10791,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,3,3,3,0,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL
514,528344100,60,RL,98,12203,Pave,NULL,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,975,Gd,TA,PConc,Gd,TA,No,GLQ,854,Unf,0,371,1225,GasA,Ex,Y,SBrkr,1276,1336,0,2612,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1998,Fin,3,676,TA,TA,Y,250,0,0,0,0,0,NULL,NULL,NULL,0,7,2009,WD,Normal,336000,0.334701,0.853873,0.69345,0.509163,2.33584,2.05518,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,3,3,3,0,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL
515,528354050,60,RL,79,10208,Pave,NULL,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,921,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1264,1264,GasA,Ex,Y,SBrkr,1277,1067,0,2344,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1996,RFn,3,889,TA,TA,Y,220,0,0,0,0,0,NULL,NULL,NULL,0,7,2009,WD,Normal,265000,0.271247,0.735915,0.514087,0.0764315,1.77562,1.11924,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,3,3,3,0,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL
516,528363050,20,RL,68,10750,Pave,NULL,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Hip,CompShg,"Wd Sdng","Wd Sdng",BrkFace,634,Gd,TA,PConc,Gd,TA,Av,BLQ,236,GLQ,1526,262,2024,GasA,Ex,Y,SBrkr,2063,0,0,2063,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,1994,Fin,3,815,TA,TA,Y,182,56,0,0,0,0,NULL,NULL,NULL,0,6,2009,WD,Normal,315000,0.288486,0.612236,0.640399,0.193996,1.18823,1.77835,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,4,3,3,0,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL
517,528365070,60,RL,90,9900,Pave,NULL,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256,Gd,TA,PConc,Gd,TA,Gd,GLQ,987,Unf,0,360,1347,GasA,Ex,Y,SBrkr,1372,1274,0,2646,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1993,RFn,3,656,TA,TA,Y,340,60,144,0,0,0,NULL,NULL,NULL,0,4,2009,WD,Normal,260000,0.26145,0.868838,0.501456,0.0096239,2.40691,1.05333,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,3,3,3,0,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL
518,528385050,60,RL,79,9085,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,286,Gd,TA,PConc,Gd,TA,No,GLQ,816,Unf,0,254,1070,GasA,Ex,Y,SBrkr,1094,967,0,2061,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1995,Fin,2,647,TA,TA,Y,296,102,209,0,0,0,NULL,NULL,NULL,0,11,2009,WD,Normal,260000,0.235528,0.611356,0.501456,-0.167156,1.18405,1.05333,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,3,3,3,0,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL
519,528387030,60,RL,68,11692,Pave,NULL,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,372,Gd,TA,PConc,Gd,TA,No,GLQ,624,Unf,0,549,1173,GasA,Ex,Y,SBrkr,1215,1017,0,2232,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1993,RFn,2,623,TA,TA,Y,173,165,0,0,0,0,NULL,NULL,NULL,0,10,2009,WD,Normal,263550,0.318448,0.68662,0.510424,0.398323,1.5415,1.10012,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,3,3,3,0,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL
520,528390100,60,RL,52,33120,Pave,NULL,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,528,Gd,TA,PConc,Gd,Gd,No,GLQ,1361,Rec,180,88,1629,GasA,Ex,Y,SBrkr,1686,762,0,2448,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994,RFn,3,711,TA,TA,Y,517,76,0,0,0,0,NULL,NULL,NULL,0,7,2009,WD,Normal,402000,1,0.78169,0.860181,5.04622,1.99302,2.92522,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,4,4,5,3,3,3,0,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL
521,528390210,60,RL,68,29959,Pave,NULL,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,1994,1994,Gable,CompShg,HdBoard,HdBoard,NULL,0,Gd,TA,PConc,Gd,TA,No,GLQ,595,Unf,0,378,973,GasA,Ex,Y,SBrkr,979,871,0,1850,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,1994,Fin,2,467,TA,TA,Y,168,98,0,0,0,0,NULL,NULL,NULL,0,1,2009,WD,Normal,248000,0.899459,0.518486,0.471142,4.36058,0.742983,0.895139,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,4,3,3,0,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL
522,528427020,20,RL,74,9612,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1468,1468,GasA,Ex,Y,SBrkr,1468,0,0,1468,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2008,Fin,3,898,TA,TA,Y,210,150,0,0,0,0,NULL,NULL,NULL,0,12,2009,New,Partial,244600,0.25229,0.350352,0.462552,-0.0528456,-0.0555359,0.850319,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,4,3,3,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
523,528431020,20,RL,86,11194,Pave,NULL,IR1,Lvl,AllPub,Inside,Gtl,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,240,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1696,1696,GasA,Ex,Y,SBrkr,1696,0,0,1696,0,0,2,0,3,1,Gd,7,Typ,0,NULL,Attchd,2008,RFn,3,972,TA,TA,Y,120,56,0,0,0,0,NULL,NULL,NULL,0,9,2009,WD,Normal,275000,0.302608,0.450704,0.53935,0.290303,0.421067,1.25106,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,0,3,3,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
524,528431070,20,RL,78,10206,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,294,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1614,1614,GasA,Ex,Y,SBrkr,1658,0,0,1658,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2008,Fin,3,726,TA,TA,Y,144,44,0,0,0,0,NULL,NULL,NULL,0,9,2009,WD,Normal,257500,0.271183,0.433979,0.495141,0.0759977,0.341633,1.02037,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,4,3,3,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
525,528435030,20,RL,78,9262,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,CemntBd,CmentBd,Stone,194,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1573,1573,GasA,Ex,Y,SBrkr,1578,0,0,1578,0,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2008,Fin,3,840,TA,TA,Y,0,36,0,0,0,0,NULL,NULL,NULL,0,5,2009,New,Partial,287090,0.241158,0.398768,0.569892,-0.128763,0.174404,1.41044,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,5,5,4,3,3,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
526,528435050,20,RL,85,10130,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,260,Gd,TA,PConc,Gd,TA,Av,GLQ,1294,Unf,0,408,1702,GasA,Ex,Y,SBrkr,1702,0,0,1702,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007,RFn,3,844,TA,TA,Y,0,69,0,0,0,0,NULL,NULL,NULL,0,3,2009,WD,Normal,275500,0.268766,0.453345,0.540613,0.0595127,0.433609,1.25765,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,4,3,3,0,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL
527,528439060,20,RL,76,9139,Pave,NULL,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206,Gd,TA,PConc,Ex,TA,Av,GLQ,379,Unf,0,1043,1422,GasA,Ex,Y,SBrkr,1432,0,0,1432,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006,Fin,2,492,TA,TA,Y,297,50,0,0,0,0,NULL,NULL,NULL,0,9,2009,WD,Normal,245000,0.237246,0.334507,0.463563,-0.155443,-0.130789,0.855592,1,0,0,0,0,1,0,0,0,1,NULL,4,3,5,3,4,5,4,3,3,0,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL
528,528441020,60,RL,75,9675,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,NULL,0,Gd,TA,PConc,Gd,TA,Mn,GLQ,341,Unf,0,772,1113,GasA,Ex,Y,SBrkr,1113,858,0,1971,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005,RFn,2,689,TA,TA,Y,0,48,0,0,0,0,NULL,NULL,NULL,0,2,2009,WD,Normal,253000,0.254294,0.571743,0.483773,-0.0391804,0.995916,0.961051,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,4,3,3,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL
529,528441090,20,RL,85,11128,Pave,NULL,Reg,Lvl,AllPub,Corner,Gtl,Somerst,PosN,PosN,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,198,Ex,TA,PConc,Ex,TA,Gd,GLQ,2158,Unf,0,300,2458,GasA,Ex,Y,SBrkr,2490,0,0,2490,1,0,2,0,2,1,Ex,9,Typ,2,Gd,Attchd,2005,Fin,3,795,TA,TA,Y,70,226,0,0,0,0,NULL,GdPrv,NULL,0,10,2009,WD,Normal,457347,0.300509,0.800176,1,0.275987,2.08081,3.65482,1,0,0,0,0,1,0,0,0,1,NULL,5,3,5,3,5,5,4,3,3,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL
530,528456180,60,FV,72,8640,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,NULL,0,TA,TA,PConc,Gd,TA,No,GLQ,822,Unf,0,78,900,GasA,Ex,Y,SBrkr,932,920,0,1852,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2009,RFn,2,644,TA,TA,Y,168,108,0,0,0,0,NULL,NULL,NULL,0,7,2009,New,Partial,252678,0.221374,0.519366,0.482959,-0.26368,0.747163,0.956806,0,0,0,1,0,1,0,0,0,1,NULL,3,3,4,3,4,5,3,3,3,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
531,528456220,60,FV,75,9000,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,NULL,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,768,768,GasA,Ex,Y,SBrkr,786,804,0,1590,0,0,2,1,3,1,Gd,6,Typ,0,NULL,Attchd,2008,RFn,2,676,TA,TA,Y,0,30,0,0,0,0,NULL,NULL,NULL,0,6,2009,WD,Normal,210000,0.232824,0.404049,0.375145,-0.185593,0.199488,0.394211,0,0,0,1,0,1,0,0,0,1,NULL,4,3,4,3,4,5,0,3,3,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
532,528456240,20,FV,75,7862,Pave,NULL,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,NULL,0,Gd,TA,PConc,Gd,TA,No,GLQ,27,Unf,0,1191,1218,GasA,Ex,Y,SBrkr,1218,0,0,1218,0,0,2,0,2,1,Gd,4,Typ,0,NULL,Attchd,2009,Fin,2,676,TA,TA,Y,0,102,0,0,0,0,NULL,NULL,NULL,0,9,2009,New,Partial,208300,0.196628,0.240317,0.37085,-0.432434,-0.578127,0.371801,0,0,0,1,0,1,0,0,0,1,NULL,4,3,4,3,4,5,0,3,3,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
533,528458020,20,FV,90,7993,Pave,NULL,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,NULL,NULL,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1436,1436,GasA,Ex,Y,SBrkr,1436,0,0,1436,0,0,2,0,3,1,Gd,6,Typ,0,NULL,Attchd,2008,Fin,2,529,TA,TA,Y,0,121,0,0,0,0,NULL,NULL,NULL,0,10,2009,New,Partial,225000,0.200795,0.336268,0.413038,-0.404019,-0.122428,0.591946,0,0,0,1,0,1,0,0,0,1,NULL,4,3,5,3,4,5,0,3,3,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
534,528458040,20,FV,72,8640,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,72,Gd,TA,PConc,Gd,TA,Mn,GLQ,936,Unf,0,364,1300,GasA,Ex,Y,SBrkr,1314,0,0,1314,1,0,2,0,3,1,Gd,6,Typ,0,NULL,Attchd,2009,RFn,2,552,TA,TA,Y,135,112,0,0,0,0,NULL,NULL,NULL,0,9,2009,New,Partial,229456,0.221374,0.28257,0.424295,-0.26368,-0.377452,0.650686,0,0,0,1,0,1,0,0,0,1,NULL,4,3,4,3,4,5,0,3,3,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
535,528458060,20,FV,72,8640,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,NULL,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1402,1402,GasA,Ex,Y,SBrkr,1402,0,0,1402,0,0,2,0,3,1,Gd,7,Typ,0,NULL,Attchd,2008,RFn,2,625,TA,TA,Y,205,126,0,0,0,0,NULL,NULL,NULL,0,5,2009,WD,Normal,229800,0.221374,0.321303,0.425164,-0.26368,-0.1935,0.655221,0,0,0,1,0,1,0,0,0,1,NULL,4,3,4,3,4,5,0,3,3,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
536,528458140,20,FV,112,12606,Pave,NULL,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,120,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1530,1530,GasA,Ex,Y,SBrkr,1530,0,0,1530,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2008,RFn,3,984,TA,TA,Y,212,136,0,0,0,0,NULL,NULL,NULL,0,5,2009,WD,Normal,250000,0.347519,0.377641,0.476194,0.596577,0.0740666,0.921504,0,0,0,1,0,1,0,0,0,1,NULL,4,3,4,3,4,5,4,3,3,0,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL
537,528458160,20,FV,85,9187,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162,Ex,TA,PConc,Ex,TA,Mn,GLQ,1121,Unf,0,645,1766,GasA,Ex,Y,SBrkr,1766,0,0,1766,1,0,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,2009,Fin,3,478,TA,TA,Y,195,130,0,0,0,0,NULL,NULL,NULL,0,10,2009,New,Partial,370878,0.238772,0.481514,0.78156,-0.145031,0.567392,2.51496,0,0,0,1,0,1,0,0,0,1,NULL,5,3,5,3,5,5,4,3,3,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
538,528458180,20,FV,75,7500,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,238,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1348,1372,GasA,Ex,Y,SBrkr,1448,0,0,1448,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006,RFn,2,692,TA,TA,Y,0,140,0,0,0,0,NULL,NULL,NULL,0,6,2009,WD,Normal,238500,0.185115,0.341549,0.447142,-0.510955,-0.0973432,0.769907,0,0,0,1,0,1,0,0,0,1,NULL,4,3,4,3,4,5,4,3,3,0,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL
539,528477050,60,FV,85,11003,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,160,Ex,TA,PConc,Ex,TA,Av,GLQ,765,Unf,0,252,1017,GasA,Ex,Y,SBrkr,1026,981,0,2007,1,0,2,1,3,1,Ex,10,Typ,1,Ex,Attchd,2008,Fin,3,812,TA,TA,Y,168,52,0,0,0,0,NULL,NULL,NULL,0,4,2009,WD,Normal,310000,0.296533,0.587588,0.627768,0.248873,1.07117,1.71244,0,0,0,1,0,1,0,0,0,1,NULL,5,3,5,3,5,5,5,3,3,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
